hname,City,State,year,rate,group_2013,group_2014,group_2015,group_2016,group_2017,stategroup,stateorder
QUAIL CREEK SURGICAL HOSPITAL,AMARILLO,TX,FY2017,0,0,0,0,0,0,1,12
RESOLUTE HEALTH HOSPITAL,NEW BRAUNFELS,TX,FY2017,0.38,0,0,0,0,1,1,12
RIO GRANDE REGIONAL HOSPITAL,MCALLEN,TX,FY2013,0.29,1,1,1,1,2,1,12
RIO GRANDE REGIONAL HOSPITAL,MCALLEN,TX,FY2014,0.18,1,1,1,1,2,1,12
RIO GRANDE REGIONAL HOSPITAL,MCALLEN,TX,FY2015,0.21,1,1,1,1,2,1,12
RIO GRANDE REGIONAL HOSPITAL,MCALLEN,TX,FY2016,0.46,1,1,1,1,2,1,12
RIO GRANDE REGIONAL HOSPITAL,MCALLEN,TX,FY2017,0.54,1,1,1,1,2,1,12
ROLLING PLAINS MEMORIAL HOSPITAL,SWEETWATER,TX,FY2013,0.12,1,0,1,1,2,1,12
ROLLING PLAINS MEMORIAL HOSPITAL,SWEETWATER,TX,FY2014,0,1,0,1,1,2,1,12
ROLLING PLAINS MEMORIAL HOSPITAL,SWEETWATER,TX,FY2015,0.39,1,0,1,1,2,1,12
ROLLING PLAINS MEMORIAL HOSPITAL,SWEETWATER,TX,FY2016,0.27,1,0,1,1,2,1,12
ROLLING PLAINS MEMORIAL HOSPITAL,SWEETWATER,TX,FY2017,0.83,1,0,1,1,2,1,12
ROUND ROCK MEDICAL CENTER,ROUND ROCK,TX,FY2013,0,0,0,1,1,2,1,12
ROUND ROCK MEDICAL CENTER,ROUND ROCK,TX,FY2014,0,0,0,1,1,2,1,12
ROUND ROCK MEDICAL CENTER,ROUND ROCK,TX,FY2015,0.23,0,0,1,1,2,1,12
ROUND ROCK MEDICAL CENTER,ROUND ROCK,TX,FY2016,0.12,0,0,1,1,2,1,12
ROUND ROCK MEDICAL CENTER,ROUND ROCK,TX,FY2017,0.8,0,0,1,1,2,1,12
SAN ANGELO COMMUNITY MEDICAL CENTER,SAN ANGELO,TX,FY2013,0.34,1,1,1,1,1,1,12
SAN ANGELO COMMUNITY MEDICAL CENTER,SAN ANGELO,TX,FY2014,0.01,1,1,1,1,1,1,12
SAN ANGELO COMMUNITY MEDICAL CENTER,SAN ANGELO,TX,FY2015,0.11,1,1,1,1,1,1,12
SAN ANGELO COMMUNITY MEDICAL CENTER,SAN ANGELO,TX,FY2016,0.17,1,1,1,1,1,1,12
SAN ANGELO COMMUNITY MEDICAL CENTER,SAN ANGELO,TX,FY2017,0.04,1,1,1,1,1,1,12
SCENIC MOUNTAIN MEDICAL CENTER,BIG SPRING,TX,FY2013,0.41,1,1,3,2,2,1,12
SCENIC MOUNTAIN MEDICAL CENTER,BIG SPRING,TX,FY2014,0.44,1,1,3,2,2,1,12
SCENIC MOUNTAIN MEDICAL CENTER,BIG SPRING,TX,FY2015,1.08,1,1,3,2,2,1,12
SCENIC MOUNTAIN MEDICAL CENTER,BIG SPRING,TX,FY2016,0.68,1,1,3,2,2,1,12
SCENIC MOUNTAIN MEDICAL CENTER,BIG SPRING,TX,FY2017,0.79,1,1,3,2,2,1,12
SCOTT & WHITE HOSPITAL BRENHAM,BRENHAM,TX,FY2013,0.11,1,1,1,1,1,1,12
SCOTT & WHITE HOSPITAL BRENHAM,BRENHAM,TX,FY2014,0.06,1,1,1,1,1,1,12
SCOTT & WHITE HOSPITAL BRENHAM,BRENHAM,TX,FY2015,0.19,1,1,1,1,1,1,12
SCOTT & WHITE HOSPITAL BRENHAM,BRENHAM,TX,FY2016,0.11,1,1,1,1,1,1,12
SCOTT & WHITE HOSPITAL BRENHAM,BRENHAM,TX,FY2017,0.04,1,1,1,1,1,1,12
SCOTT & WHITE HOSPITAL-ROUND ROCK,ROUND ROCK,TX,FY2013,0,0,0,1,0,1,1,12
SCOTT & WHITE HOSPITAL-ROUND ROCK,ROUND ROCK,TX,FY2014,0,0,0,1,0,1,1,12
SCOTT & WHITE HOSPITAL-ROUND ROCK,ROUND ROCK,TX,FY2015,0.13,0,0,1,0,1,1,12
SCOTT & WHITE HOSPITAL-ROUND ROCK,ROUND ROCK,TX,FY2016,0,0,0,1,0,1,1,12
SCOTT & WHITE HOSPITAL-ROUND ROCK,ROUND ROCK,TX,FY2017,0.1,0,0,1,0,1,1,12
SCOTT & WHITE MEDICAL CENTER - TEMPLE,TEMPLE,TX,FY2013,0.14,1,1,1,1,1,1,12
SCOTT & WHITE MEDICAL CENTER - TEMPLE,TEMPLE,TX,FY2014,0.06,1,1,1,1,1,1,12
SCOTT & WHITE MEDICAL CENTER - TEMPLE,TEMPLE,TX,FY2015,0.26,1,1,1,1,1,1,12
SCOTT & WHITE MEDICAL CENTER - TEMPLE,TEMPLE,TX,FY2016,0.42,1,1,1,1,1,1,12
SCOTT & WHITE MEDICAL CENTER - TEMPLE,TEMPLE,TX,FY2017,0.2,1,1,1,1,1,1,12
SETON MEDICAL CENTER AUSTIN,AUSTIN,TX,FY2013,0.35,1,1,2,2,3,1,12
SETON MEDICAL CENTER AUSTIN,AUSTIN,TX,FY2014,0.09,1,1,2,2,3,1,12
SETON MEDICAL CENTER AUSTIN,AUSTIN,TX,FY2015,0.96,1,1,2,2,3,1,12
SETON MEDICAL CENTER AUSTIN,AUSTIN,TX,FY2016,0.98,1,1,2,2,3,1,12
SETON MEDICAL CENTER AUSTIN,AUSTIN,TX,FY2017,1.01,1,1,2,2,3,1,12
SETON MEDICAL CENTER HARKER HEIGHTS,HARKER HEIGHTS,TX,FY2014,0,0,0,1,1,1,1,12
SETON MEDICAL CENTER HARKER HEIGHTS,HARKER HEIGHTS,TX,FY2015,0.21,0,0,1,1,1,1,12
SETON MEDICAL CENTER HARKER HEIGHTS,HARKER HEIGHTS,TX,FY2016,0.32,0,0,1,1,1,1,12
SETON MEDICAL CENTER HARKER HEIGHTS,HARKER HEIGHTS,TX,FY2017,0.3,0,0,1,1,1,1,12
SETON MEDICAL CENTER HAYS,KYLE,TX,FY2013,0.56,2,1,1,2,1,1,12
SETON MEDICAL CENTER HAYS,KYLE,TX,FY2014,0.44,2,1,1,2,1,1,12
SETON MEDICAL CENTER HAYS,KYLE,TX,FY2015,0.37,2,1,1,2,1,1,12
SETON MEDICAL CENTER HAYS,KYLE,TX,FY2016,0.72,2,1,1,2,1,1,12
SETON MEDICAL CENTER HAYS,KYLE,TX,FY2017,0.34,2,1,1,2,1,1,12
SETON MEDICAL CENTER WILLIAMSON,ROUND ROCK,TX,FY2013,0.07,1,0,0,0,1,1,12
SETON MEDICAL CENTER WILLIAMSON,ROUND ROCK,TX,FY2014,0,1,0,0,0,1,1,12
SETON MEDICAL CENTER WILLIAMSON,ROUND ROCK,TX,FY2015,0,1,0,0,0,1,1,12
SETON MEDICAL CENTER WILLIAMSON,ROUND ROCK,TX,FY2016,0,1,0,0,0,1,1,12
SETON MEDICAL CENTER WILLIAMSON,ROUND ROCK,TX,FY2017,0.09,1,0,0,0,1,1,12
SETON NORTHWEST HOSPITAL,AUSTIN,TX,FY2013,0.04,1,1,1,1,2,1,12
SETON NORTHWEST HOSPITAL,AUSTIN,TX,FY2014,0.11,1,1,1,1,2,1,12
SETON NORTHWEST HOSPITAL,AUSTIN,TX,FY2015,0.15,1,1,1,1,2,1,12
SETON NORTHWEST HOSPITAL,AUSTIN,TX,FY2016,0.32,1,1,1,1,2,1,12
SETON NORTHWEST HOSPITAL,AUSTIN,TX,FY2017,0.8,1,1,1,1,2,1,12
SETON SMITHVILLE REGIONAL HOSPITAL,SMITHVILLE,TX,FY2013,0.05,1,0,0,0,0,1,12
SETON SMITHVILLE REGIONAL HOSPITAL,SMITHVILLE,TX,FY2014,0,1,0,0,0,0,1,12
SETON SMITHVILLE REGIONAL HOSPITAL,SMITHVILLE,TX,FY2015,0,1,0,0,0,0,1,12
SETON SMITHVILLE REGIONAL HOSPITAL,SMITHVILLE,TX,FY2016,0,1,0,0,0,0,1,12
SETON SMITHVILLE REGIONAL HOSPITAL,SMITHVILLE,TX,FY2017,0,1,0,0,0,0,1,12
SETON SOUTHWEST HOSPITAL,AUSTIN,TX,FY2013,0.03,1,2,0,0,0,1,12
SETON SOUTHWEST HOSPITAL,AUSTIN,TX,FY2014,0.51,1,2,0,0,0,1,12
SETON SOUTHWEST HOSPITAL,AUSTIN,TX,FY2015,0,1,2,0,0,0,1,12
SETON SOUTHWEST HOSPITAL,AUSTIN,TX,FY2016,0,1,2,0,0,0,1,12
SETON SOUTHWEST HOSPITAL,AUSTIN,TX,FY2017,0,1,2,0,0,0,1,12
SEYMOUR HOSPITAL,SEYMOUR,TX,FY2013,0,0,1,1,3,1,1,12
SEYMOUR HOSPITAL,SEYMOUR,TX,FY2014,0.45,0,1,1,3,1,1,12
SEYMOUR HOSPITAL,SEYMOUR,TX,FY2015,0.43,0,1,1,3,1,1,12
SEYMOUR HOSPITAL,SEYMOUR,TX,FY2016,1.42,0,1,1,3,1,1,12
SEYMOUR HOSPITAL,SEYMOUR,TX,FY2017,0.03,0,1,1,3,1,1,12
SHANNON MEDICAL CENTER,SAN ANGELO,TX,FY2013,0,0,1,2,1,1,1,12
SHANNON MEDICAL CENTER,SAN ANGELO,TX,FY2014,0.18,0,1,2,1,1,1,12
SHANNON MEDICAL CENTER,SAN ANGELO,TX,FY2015,0.81,0,1,2,1,1,1,12
SHANNON MEDICAL CENTER,SAN ANGELO,TX,FY2016,0.31,0,1,2,1,1,1,12
SHANNON MEDICAL CENTER,SAN ANGELO,TX,FY2017,0.06,0,1,2,1,1,1,12
SIERRA MEDICAL CENTER,EL PASO,TX,FY2013,0.05,1,0,1,1,2,1,12
SIERRA MEDICAL CENTER,EL PASO,TX,FY2014,0,1,0,1,1,2,1,12
SIERRA MEDICAL CENTER,EL PASO,TX,FY2015,0.06,1,0,1,1,2,1,12
SIERRA MEDICAL CENTER,EL PASO,TX,FY2016,0.49,1,0,1,1,2,1,12
SIERRA MEDICAL CENTER,EL PASO,TX,FY2017,0.66,1,0,1,1,2,1,12
SIERRA PROVIDENCE EAST MEDICAL CENTER,EL PASO,TX,FY2013,0.26,1,1,1,2,2,1,12
SIERRA PROVIDENCE EAST MEDICAL CENTER,EL PASO,TX,FY2014,0.19,1,1,1,2,2,1,12
SIERRA PROVIDENCE EAST MEDICAL CENTER,EL PASO,TX,FY2015,0.35,1,1,1,2,2,1,12
SIERRA PROVIDENCE EAST MEDICAL CENTER,EL PASO,TX,FY2016,0.66,1,1,1,2,2,1,12
SIERRA PROVIDENCE EAST MEDICAL CENTER,EL PASO,TX,FY2017,0.95,1,1,1,2,2,1,12
SOUTH TEXAS HEALTH SYSTEM,EDINBURG,TX,FY2013,0.35,1,1,1,1,0,1,12
SOUTH TEXAS HEALTH SYSTEM,EDINBURG,TX,FY2014,0.29,1,1,1,1,0,1,12
SOUTH TEXAS HEALTH SYSTEM,EDINBURG,TX,FY2015,0.25,1,1,1,1,0,1,12
SOUTH TEXAS HEALTH SYSTEM,EDINBURG,TX,FY2016,0.01,1,1,1,1,0,1,12
SOUTH TEXAS HEALTH SYSTEM,EDINBURG,TX,FY2017,0,1,1,1,1,0,1,12
SOUTH TEXAS REGIONAL MEDICAL CENTER,JOURDANTON,TX,FY2013,0,0,1,0,0,2,1,12
SOUTH TEXAS REGIONAL MEDICAL CENTER,JOURDANTON,TX,FY2014,0.18,0,1,0,0,2,1,12
SOUTH TEXAS REGIONAL MEDICAL CENTER,JOURDANTON,TX,FY2015,0,0,1,0,0,2,1,12
SOUTH TEXAS REGIONAL MEDICAL CENTER,JOURDANTON,TX,FY2016,0,0,1,0,0,2,1,12
SOUTH TEXAS REGIONAL MEDICAL CENTER,JOURDANTON,TX,FY2017,0.85,0,1,0,0,2,1,12
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,SAN ANTONIO,TX,FY2013,0,0,0,0,0,2,1,12
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,SAN ANTONIO,TX,FY2014,0,0,0,0,0,2,1,12
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,SAN ANTONIO,TX,FY2015,0,0,0,0,0,2,1,12
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,SAN ANTONIO,TX,FY2016,0,0,0,0,0,2,1,12
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,SAN ANTONIO,TX,FY2017,0.79,0,0,0,0,2,1,12
SOUTH TEXAS SURGICAL HOSPITAL,CORPUS CHRISTI,TX,FY2013,0,0,0,0,6,6,1,12
SOUTH TEXAS SURGICAL HOSPITAL,CORPUS CHRISTI,TX,FY2014,0,0,0,0,6,6,1,12
SOUTH TEXAS SURGICAL HOSPITAL,CORPUS CHRISTI,TX,FY2015,0,0,0,0,6,6,1,12
SOUTH TEXAS SURGICAL HOSPITAL,CORPUS CHRISTI,TX,FY2016,3,0,0,0,6,6,1,12
SOUTH TEXAS SURGICAL HOSPITAL,CORPUS CHRISTI,TX,FY2017,3,0,0,0,6,6,1,12
SOUTHWEST GENERAL HOSPITAL,SAN ANTONIO,TX,FY2013,0.07,1,0,1,1,1,1,12
SOUTHWEST GENERAL HOSPITAL,SAN ANTONIO,TX,FY2014,0,1,0,1,1,1,1,12
SOUTHWEST GENERAL HOSPITAL,SAN ANTONIO,TX,FY2015,0.09,1,0,1,1,1,1,12
SOUTHWEST GENERAL HOSPITAL,SAN ANTONIO,TX,FY2016,0.38,1,0,1,1,1,1,12
SOUTHWEST GENERAL HOSPITAL,SAN ANTONIO,TX,FY2017,0.26,1,0,1,1,1,1,12
ST DAVID'S MEDICAL CENTER,AUSTIN,TX,FY2013,0,0,0,1,0,2,1,12
ST DAVID'S MEDICAL CENTER,AUSTIN,TX,FY2014,0,0,0,1,0,2,1,12
ST DAVID'S MEDICAL CENTER,AUSTIN,TX,FY2015,0.01,0,0,1,0,2,1,12
ST DAVID'S MEDICAL CENTER,AUSTIN,TX,FY2016,0,0,0,1,0,2,1,12
ST DAVID'S MEDICAL CENTER,AUSTIN,TX,FY2017,0.54,0,0,1,0,2,1,12
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,AUSTIN,TX,FY2013,0.63,2,2,3,3,4,1,12
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,AUSTIN,TX,FY2014,0.54,2,2,3,3,4,1,12
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,AUSTIN,TX,FY2015,1.42,2,2,3,3,4,1,12
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,AUSTIN,TX,FY2016,1.28,2,2,3,3,4,1,12
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,AUSTIN,TX,FY2017,1.68,2,2,3,3,4,1,12
ST JOSEPH MEDICAL CENTER,HOUSTON,TX,FY2013,0.26,1,1,1,1,1,1,12
ST JOSEPH MEDICAL CENTER,HOUSTON,TX,FY2014,0.06,1,1,1,1,1,1,12
ST JOSEPH MEDICAL CENTER,HOUSTON,TX,FY2015,0.28,1,1,1,1,1,1,12
ST JOSEPH MEDICAL CENTER,HOUSTON,TX,FY2016,0.1,1,1,1,1,1,1,12
ST JOSEPH MEDICAL CENTER,HOUSTON,TX,FY2017,0.1,1,1,1,1,1,1,12
ST JOSEPH REGIONAL HEALTH CENTER,BRYAN,TX,FY2013,0.07,1,1,3,3,3,1,12
ST JOSEPH REGIONAL HEALTH CENTER,BRYAN,TX,FY2014,0.07,1,1,3,3,3,1,12
ST JOSEPH REGIONAL HEALTH CENTER,BRYAN,TX,FY2015,1.08,1,1,3,3,3,1,12
ST JOSEPH REGIONAL HEALTH CENTER,BRYAN,TX,FY2016,1.1,1,1,3,3,3,1,12
ST JOSEPH REGIONAL HEALTH CENTER,BRYAN,TX,FY2017,1.43,1,1,3,3,3,1,12
ST LUKE'S HOSPITAL AT THE VINTAGE,HOUSTON,TX,FY2013,0,0,0,1,1,0,1,12
ST LUKE'S HOSPITAL AT THE VINTAGE,HOUSTON,TX,FY2014,0,0,0,1,1,0,1,12
ST LUKE'S HOSPITAL AT THE VINTAGE,HOUSTON,TX,FY2015,0.1,0,0,1,1,0,1,12
ST LUKE'S HOSPITAL AT THE VINTAGE,HOUSTON,TX,FY2016,0.09,0,0,1,1,0,1,12
ST LUKE'S HOSPITAL AT THE VINTAGE,HOUSTON,TX,FY2017,0,0,0,1,1,0,1,12
ST LUKES LAKESIDE HOSPITAL,THE WOODLANDS,TX,FY2013,0,0,0,0,1,0,1,12
ST LUKES LAKESIDE HOSPITAL,THE WOODLANDS,TX,FY2014,0,0,0,0,1,0,1,12
ST LUKES LAKESIDE HOSPITAL,THE WOODLANDS,TX,FY2015,0,0,0,0,1,0,1,12
ST LUKES LAKESIDE HOSPITAL,THE WOODLANDS,TX,FY2016,0.1,0,0,0,1,0,1,12
ST LUKES LAKESIDE HOSPITAL,THE WOODLANDS,TX,FY2017,0,0,0,0,1,0,1,12
ST LUKE'S PATIENTS MEDICAL CENTER,PASADENA,TX,FY2013,0,0,0,2,2,2,1,12
ST LUKE'S PATIENTS MEDICAL CENTER,PASADENA,TX,FY2014,0,0,0,2,2,2,1,12
ST LUKE'S PATIENTS MEDICAL CENTER,PASADENA,TX,FY2015,0.89,0,0,2,2,2,1,12
ST LUKE'S PATIENTS MEDICAL CENTER,PASADENA,TX,FY2016,0.77,0,0,2,2,2,1,12
ST LUKE'S PATIENTS MEDICAL CENTER,PASADENA,TX,FY2017,0.72,0,0,2,2,2,1,12
ST LUKE'S SUGAR LAND HOSPITAL,SUGAR LAND,TX,FY2013,0,0,1,1,0,0,1,12
ST LUKE'S SUGAR LAND HOSPITAL,SUGAR LAND,TX,FY2014,0.05,0,1,1,0,0,1,12
ST LUKE'S SUGAR LAND HOSPITAL,SUGAR LAND,TX,FY2015,0.02,0,1,1,0,0,1,12
ST LUKE'S SUGAR LAND HOSPITAL,SUGAR LAND,TX,FY2016,0,0,1,1,0,0,1,12
ST LUKE'S SUGAR LAND HOSPITAL,SUGAR LAND,TX,FY2017,0,0,1,1,0,0,1,12
ST LUKE'S THE WOODLANDS HOSPITAL,THE WOODLANDS,TX,FY2013,0,0,0,2,2,2,1,12
ST LUKE'S THE WOODLANDS HOSPITAL,THE WOODLANDS,TX,FY2014,0,0,0,2,2,2,1,12
ST LUKE'S THE WOODLANDS HOSPITAL,THE WOODLANDS,TX,FY2015,0.79,0,0,2,2,2,1,12
ST LUKE'S THE WOODLANDS HOSPITAL,THE WOODLANDS,TX,FY2016,0.86,0,0,2,2,2,1,12
ST LUKE'S THE WOODLANDS HOSPITAL,THE WOODLANDS,TX,FY2017,0.97,0,0,2,2,2,1,12
ST MARKS MEDICAL CENTER,LA GRANGE,TX,FY2013,0.51,2,1,1,1,2,1,12
ST MARKS MEDICAL CENTER,LA GRANGE,TX,FY2014,0.25,2,1,1,1,2,1,12
ST MARKS MEDICAL CENTER,LA GRANGE,TX,FY2015,0.2,2,1,1,1,2,1,12
ST MARKS MEDICAL CENTER,LA GRANGE,TX,FY2016,0.1,2,1,1,1,2,1,12
ST MARKS MEDICAL CENTER,LA GRANGE,TX,FY2017,0.6,2,1,1,1,2,1,12
STAMFORD MEMORIAL HOSPITAL,STAMFORD,TX,FY2013,0.46,1,2,1,0,0,1,12
STAMFORD MEMORIAL HOSPITAL,STAMFORD,TX,FY2014,0.59,1,2,1,0,0,1,12
STAMFORD MEMORIAL HOSPITAL,STAMFORD,TX,FY2015,0.29,1,2,1,0,0,1,12
STAMFORD MEMORIAL HOSPITAL,STAMFORD,TX,FY2016,0,1,2,1,0,0,1,12
STAMFORD MEMORIAL HOSPITAL,STAMFORD,TX,FY2017,0,1,2,1,0,0,1,12
STARR COUNTY MEMORIAL HOSPITAL,RIO GRANDE CITY,TX,FY2013,1,2,3,4,3,6,1,12
STARR COUNTY MEMORIAL HOSPITAL,RIO GRANDE CITY,TX,FY2014,1.46,2,3,4,3,6,1,12
STARR COUNTY MEMORIAL HOSPITAL,RIO GRANDE CITY,TX,FY2015,1.63,2,3,4,3,6,1,12
STARR COUNTY MEMORIAL HOSPITAL,RIO GRANDE CITY,TX,FY2016,1.26,2,3,4,3,6,1,12
STARR COUNTY MEMORIAL HOSPITAL,RIO GRANDE CITY,TX,FY2017,3,2,3,4,3,6,1,12
STEPHENS MEMORIAL HOSPITAL,BRECKENRIDGE,TX,FY2013,0,0,0,1,0,0,1,12
STEPHENS MEMORIAL HOSPITAL,BRECKENRIDGE,TX,FY2014,0,0,0,1,0,0,1,12
STEPHENS MEMORIAL HOSPITAL,BRECKENRIDGE,TX,FY2015,0.02,0,0,1,0,0,1,12
STEPHENS MEMORIAL HOSPITAL,BRECKENRIDGE,TX,FY2016,0,0,0,1,0,0,1,12
STEPHENS MEMORIAL HOSPITAL,BRECKENRIDGE,TX,FY2017,0,0,0,1,0,0,1,12
SUGAR LAND SURGICAL HOSPITAL LLP,SUGAR LAND,TX,FY2013,0,0,0,0,6,6,1,12
SUGAR LAND SURGICAL HOSPITAL LLP,SUGAR LAND,TX,FY2014,0,0,0,0,6,6,1,12
SUGAR LAND SURGICAL HOSPITAL LLP,SUGAR LAND,TX,FY2015,0,0,0,0,6,6,1,12
SUGAR LAND SURGICAL HOSPITAL LLP,SUGAR LAND,TX,FY2016,3,0,0,0,6,6,1,12
SUGAR LAND SURGICAL HOSPITAL LLP,SUGAR LAND,TX,FY2017,3,0,0,0,6,6,1,12
SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,PASADENA,TX,FY2013,0,0,0,0,0,0,1,12
SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,PASADENA,TX,FY2014,0,0,0,0,0,0,1,12
SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,PASADENA,TX,FY2015,0,0,0,0,0,0,1,12
SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,PASADENA,TX,FY2016,0,0,0,0,0,0,1,12
SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,PASADENA,TX,FY2017,0,0,0,0,0,0,1,12
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,ARLINGTON,TX,FY2013,0.22,1,1,1,1,1,1,12
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,ARLINGTON,TX,FY2014,0.07,1,1,1,1,1,1,12
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,ARLINGTON,TX,FY2015,0.17,1,1,1,1,1,1,12
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,ARLINGTON,TX,FY2016,0.26,1,1,1,1,1,1,12
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,ARLINGTON,TX,FY2017,0.29,1,1,1,1,1,1,12
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,PLANO,TX,FY2013,0,0,0,0,0,0,1,12
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,PLANO,TX,FY2014,0,0,0,0,0,0,1,12
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,PLANO,TX,FY2015,0,0,0,0,0,0,1,12
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,PLANO,TX,FY2016,0,0,0,0,0,0,1,12
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,PLANO,TX,FY2017,0,0,0,0,0,0,1,12
TEXAS HEALTH HARRIS METHODIST FORT WORTH,FORT WORTH,TX,FY2013,0.59,2,1,1,1,0,1,12
TEXAS HEALTH HARRIS METHODIST FORT WORTH,FORT WORTH,TX,FY2014,0.32,2,1,1,1,0,1,12
TEXAS HEALTH HARRIS METHODIST FORT WORTH,FORT WORTH,TX,FY2015,0.19,2,1,1,1,0,1,12
TEXAS HEALTH HARRIS METHODIST FORT WORTH,FORT WORTH,TX,FY2016,0.11,2,1,1,1,0,1,12
TEXAS HEALTH HARRIS METHODIST FORT WORTH,FORT WORTH,TX,FY2017,0,2,1,1,1,0,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,FORT WORTH,TX,FY2015,0,0,0,0,1,0,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,FORT WORTH,TX,FY2016,0.08,0,0,0,1,0,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,FORT WORTH,TX,FY2017,0,0,0,0,1,0,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,AZLE,TX,FY2013,0,0,0,0,0,1,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,AZLE,TX,FY2014,0,0,0,0,0,1,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,AZLE,TX,FY2015,0,0,0,0,0,1,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,AZLE,TX,FY2016,0,0,0,0,0,1,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,AZLE,TX,FY2017,0.07,0,0,0,0,1,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,CLEBURNE,TX,FY2013,0.2,1,0,1,1,4,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,CLEBURNE,TX,FY2014,0,1,0,1,1,4,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,CLEBURNE,TX,FY2015,0.33,1,0,1,1,4,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,CLEBURNE,TX,FY2016,0.35,1,0,1,1,4,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,CLEBURNE,TX,FY2017,1.62,1,0,1,1,4,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,SOUTHLAKE,TX,FY2013,0,0,0,4,2,6,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,SOUTHLAKE,TX,FY2014,0,0,0,4,2,6,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,SOUTHLAKE,TX,FY2015,1.86,0,0,4,2,6,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,SOUTHLAKE,TX,FY2016,0.96,0,0,4,2,6,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,SOUTHLAKE,TX,FY2017,3,0,0,4,2,6,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,FORT WORTH,TX,FY2013,0.01,1,0,1,1,0,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,FORT WORTH,TX,FY2014,0,1,0,1,1,0,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,FORT WORTH,TX,FY2015,0.01,1,0,1,1,0,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,FORT WORTH,TX,FY2016,0.08,1,0,1,1,0,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,FORT WORTH,TX,FY2017,0,1,0,1,1,0,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,STEPHENVILLE,TX,FY2013,0,0,0,1,1,2,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,STEPHENVILLE,TX,FY2014,0,0,0,1,1,2,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,STEPHENVILLE,TX,FY2015,0.01,0,0,1,1,2,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,STEPHENVILLE,TX,FY2016,0.21,0,0,1,1,2,1,12
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,STEPHENVILLE,TX,FY2017,0.69,0,0,1,1,2,1,12
